,id,text
23,1223544708309192706,RT @guardiannews: Researchers make strides in race to create coronavirus vaccine https://t.co/aCjI4gWQGC
24,1223656262363164678,"RT @GreatGameIndia: EXCLUSIVE

#Coronavirus Bioweapon Thread

How China Stole Coronavirus From Canada And Weaponized It
https://t.co/tc7W2D…"
25,1220923985061269505,RT @Inevitable_ET: The Bill and Melinda Gates Foundation co-hosted a pandemic exercise in late 2019 that simulated a global coronavirus out…
26,1224133323687067648,RT @GSK: We’re collaborating with @CEPIvaccines to make our adjuvant technology available to support the development of a vaccine candidate…
27,1235186307707604993,"RT @DrAmalinaBakri: Yes, alcohol based hand sanitizer with at least 60% alcohol can kill coronavirus as it has an envelope coating around i…"
28,1222275518562570240,RT @ivanajpavlovic: The #coronavirus is a manufactured #BioWeapon for the purpose of population control. News websites attempting to report…
29,1236143398119145472,RT @VictorPopeJr: Streets saying we immune because we are the original people
30,1254149451297353728,What's being done by Bill &amp; Melinda Gates to fight the coronavirus? https://t.co/Rrd7mK9k1c
31,1276017267315105793,RT @SteveMotley: Italian MP Demands Bill Gates to Be Charged with 'Crimes Against Humanity' for Role in COVID-19 Pandemic https://t.co/2aRV…
32,1236310049523412994,RT @IIIDeaton: God already gave us the vaccine for the ONLY disease that leads to death ....SIN.  He loves all His creation and wants us wi…
33,1224358276969578496,RT @Independent: UK ploughs £20m into coronavirus vaccine search as Hong Kong doctors demand closure of border with China - follow live htt…
34,1221118254547996672,RT @ferdiriva: Killer coronavirus could be spread through the EYES https://t.co/zTr4XyWm8i
35,1224885172635688966,RT @EyesOnQ: Creator Of US BioWeapons Act Says Coronavirus Is Biological Warfare Weapon https://t.co/L6kIWnpupV
36,1224555581509447680,"RT @MichaelCoudrey: Thailand has potentially cured a coronavirus patient with an anti-HIV drug cocktail, with a patient testing negative af…"
37,1223628483504394242,"@moteging 
It became clear that we were trying to scatter the US and Hong Kong and Taiwan with bioweapons!  One thousand people returned to China with a plan to create bioweapons in Wuhan, leaked!  
 https://t.co/aEKHlilhef
https://t.co/5Bdyoc5fAd"
38,1223988818560323585,"RT @JuliansRum: In 2019 Trump secured 200K donations per year for 11 years of an HIV vaccine. It’s made by Gilead.

Doctors just cured a Se…"
39,1272106427486699520,"@benclatworthy @thesundaytimes We are now in a second phase. The panic has abated and people are edging out of their homes but into a strange world of worry, social distancing and a minefield of new rules. 

Looking forward to the vaccine. Come on Oxford / London! What a tonic that would be for national pride!"
40,1223656860734984192,"RT @ABSCBNNews: As we try to cope with the global outbreak of the #nCoV infection and until a vaccine against nCoV is developed, one of our…"
41,1224809459177922560,"Bioweapons Expert Exposes Coronavirus as Weapon of War
via https://t.co/4pyjkbmHnF

@BANNEDdotVIDEO
 https://t.co/6YijKusznK"
42,1241151210389815296,RT @Castro0Jay: Dominicans found a cure for corona virus 🇩🇴🇩🇴🇩🇴! https://t.co/4pgE4PMQOV
43,1224833966152278016,"@next_china 

https://t.co/q3msIDuWO4

The Chinese government should drop blister-packed Tamiflu &amp; Kaletra (or generic) tablets from drones / helicopters onto the quarantined city streets [with drug interaction warnings].

#Wuhan #nCoV #WuhanPneumonia #coronavirus"
44,1224573652017958912,"Thai Scientists may Have Found a Cure to the Coronavirus
#instabtc #blockchain #trx #ltc #investing #buyorders #bullrun #er20
https://t.co/kZ2AHWzrpg"
45,1223921062553047040,RT @jan_trops: It's a small blessing people who grew up reading greentext threads are immune to bullshit twitter tales spun by narcissistic…
46,1224470516599148544,"RT @freezerohedge: Creator Of US BioWeapons Act Says Coronavirus Is Biological Warfare Weapon | #FreeZeroHedge 

https://t.co/IXuZEfHFbo"
47,1237428900709502977,RT @keywilliamss: So NONE of these Corona Virus cases have been black people?! LEMME FOUND OUT WE IMMUNE. It’s the least God can do after s…
48,1224387936604409862,"RT @Rani99539134: Prevent and get cure form dreadful Corona Virus by understanding the law of God.

#NoMeat_NoCoronaVirus https://t.co/byHf…"
49,1272254198613192704,RT @Mhanintsongo: Sbwl BREAKING NEWS:  vaccine and a cure for covid-19 has been found.  😭😭😭😭😭😭😭😭
50,1223702561267617799,RT @Crof: Researchers make strides in race to create #2019nCoV #coronavirus vaccine https://t.co/WuBkYPSAQ0
51,1236741277904965632,RT @rachellegrand14: if you’ve had Oklahoma lake water in your mouth you’re immune to the coronavirus
52,1235268255520038918,Help Cure Coronavirus with Your PC's Leftover Processing Power https://t.co/yIg65HBW4V
53,1224947424483061770,RT @Thomas1774Paine: Creator Of US BioWeapons Act Says Coronavirus Is Biological Warfare Weapon https://t.co/MKKZyhdBxd
54,1235265020478488578,#Coronvirus Today a lady in China Chen wei.  She is very professional.  She put the vaccine on her body.  She help Africa against the Ebola before
55,1224942853434093568,RT @cynthiamckinney: I wouldn't trust ANY vaccine created and distributed by the USG or the Bill &amp; Melinda Gates Foundation; China is right…
56,1268994347187527680,"RT @Jimcorrsays: Looks like Bill Gates Paid the WHO in Order to Get the Organization to Declare #Coronavirus a Pandemic.

https://t.co/CDy9…"
57,1275588221326503936,Fauci says ‘it will be when not if’ for a COVID-19 vaccine https://t.co/FR6rl0xvBq https://t.co/nIKWgJmCg6
58,1274690846865014786,RT @business: The first Covid vaccines may not prevent you from getting Covid https://t.co/wyw6fssFfw
59,1223958009375686656,"RT @BrajeshParjapa1: #NoMeat_NoCoronaVirus
True worship cures diseases like AIDS or cancer. By the way, to avoid the corona virus, true wor…"
60,1224243241094189057,"@MSNBC
It became clear that we were trying to scatter the US &amp; Hong Kong &amp; Taiwan with bioweapons! One thousand people returned to China with a plan to create bioweapons in Wuhan!Don't put in Chinese! It's dangerous!
 https://t.co/1ZqUky66jn
 https://t.co/ktpdwfAXLk"
61,1224091045639741446,RT @DeepStateExpose: Bill Gates (The Patent holder of the corona virus) ‘predicted’ how coronavirus-like pandemic could spread saying 33 MI…
62,1224241416517275648,RT @carmindabrendel: Bill Gates Accused Of Starting Ebola Outbreak In African Village By Putin https://t.co/t2gyE03hFL
63,1235267030254620675,RT @yergirlheidi: if u swam in lake erie when u were a child ur immune to coronavirus
64,1223755930891968512,"RT @Bxyonesx: Breaking news : COCAINE KILLS CORONA VIRUS 

Me : https://t.co/LxyxNF2ES6"
65,1223658249607577600,"RT @_atanas_: Researchers make strides in race to create coronavirus vaccine 

#Immunisation #Coronavirus #Vaccine 
https://t.co/bqNRkaXCWR"
66,1272293202175971329,RT @catturd2: @dcexaminer It’s okay - we’ll just declare it a riot and it’ll be immune from the coronavirus.
67,1238788225461862401,"RT @WayneDupreeShow: Do we have a vaccine for Stage 5 Trump Derangement Syndrome? 

If so, I nominate Cher to be the first recipient becaus…"
68,1223659290327756802,RT @ChristiAnne67: Researchers make strides in race to create coronavirus vaccine https://t.co/pAdJGrxbMh International teams accelerate ef…
69,1234211635125837825,@AuntCunt The cure to the Corona Virus is Corona beer 🍺
70,1236142960229507072,RT @chrissteinplays: If you ever went to the bathroom at CBGB’s you’re immune to the Coronavirus
71,1223862181453647873,"RT @SonuD40718416: #NoMeat_NoCoronaVirus
Disease like AIDS or cancer is cured by pure devotion. However, satbhakti is necessary to avoid th…"
72,1224289938147069952,"#DidYouKnow There Are 50+ Granted US #Vaccine Patents with #CDC Listed as an Assignee?

https://t.co/pftZVn028A

It's a huge conflict of interest when a company that makes decisions about vaccination nationwide also greatly benefits from it.

#vaccines #LearnTheRisk https://t.co/n2ihkB7qHb"
73,1224076807839703040,"RT @NewstalkZB: #BREAKING Customs closes eGates as coronavirus travel ban kicks in

https://t.co/Eg15v8X1CT https://t.co/lxJaBA88QJ"
74,1223696811812061185,"RT @FuctupMike: If anyone gets the Corona virus, get yourself some lysol.

That shit apparently cures everything.

(do not ingest. I am not…"
75,1236711262689480704,RT @kourtney152253: Kids who drank from the garden hose growing up are immune to the coronavirus
76,1242561603595362306,"RT @postandcourier: BREAKING: The 2020 @SpoletoFestival has been called off as a result of the spread of coronavirus.

https://t.co/NXZrHWd…"
77,1224147336378499072,"RT @ABSCBNNews: Has the cure for #nCoV been discovered? 

Thailand sees apparent success treating the 2019-novel #coronavirus with drug coc…"
78,1224148337965838338,RT @1111Liberty: New evidence emerges: Coronavirus “bioweapon” might have been a Chinese vaccine experiment gone wrong… genes contain “pShu…
79,1223851954285223936,"RT @Dinesh_Jat_: #NoMeat_NoCoronaVirus
All diseases are cured by the true devotion of Saint Rampal Ji Maharaj.  Whether it is AIDS cancer o…"
80,1275532944413806593,"@MyTicketAlt @aubrey_huff COVID-19 Deception: Advisors, media w/ conflicts of interest - check. Misidentify virus - check. Misuse RT-PCR test - check. Fruits test positive - check. Give patients wrong treatment - check. Fudge CoD, hide 0.1% IFR - check. Bill Gates’ vaccine &amp; nazi 'passport' - priceless"
81,1222214924530847751,"RT @SCMPNews: China coronavirus: Hong Kong researchers have already developed vaccine but need time to test it, expert reveals https://t.co…"
82,1272289960658210816,"RT @Ian56789: Judges demand answers after children die in controversial Bill Gates funded cancer vaccine trial in India
https://t.co/6GHvM4…"
83,1236140013286457344,"RT @Lstedmanbryce: 🚨🚨 #Coronavirus Cure News? 

“We have started testing that vaccine in the laboratory and we’ve been VERY EXCITED BY THE…"
84,1243801540487495681,Hi Latest Coronavirus news... The quest for the coronavirus vaccine https://t.co/fcr5Hbjn61
85,1237360131098148869,RT @JeffMcDev: when someone asks me why i don't think the coronavirus is gonna kill me https://t.co/NLraFh5yp2
86,1236705416786010112,"RT @NinerAlex: If you ever drank out of these, you’re immune to Corona Virus https://t.co/RuCPi9PlJb"
87,1223668462351982592,"RT @inthecopa: 💥 SHOCKER...WHOA 💥

Lysol kills Coronavirus! Wha!?

Video, in Spanish, shows can of Lysol claiming to be effective on the Co…"
88,1224724671649796098,.@VIDOInterVac to start working on a #vaccine for the #coronavirus. https://t.co/Y9j9wEBSNx https://t.co/m2vUKhANOG
89,1223610458504036352,"RT @HaiderISF: Corona virus vaccine has been developed but it requires at least one year for tests before it is available for use, Hong Kon…"
90,1234899110358134785,"RT @ParveenKaswan: Prevention is better than cure. True for #coronavirus also-

1. Frequent hand wash with soap and water. Soap is better t…"
91,1223194781221707776,RT @ifyouseekkae: Corona Virus won’t kill us. This government’s incompetence will. Duterte will probably just say “Corona virus... potangin…
92,1223995005204910081,"RT @carmindabrendel: Amazing coincidence: Coronavirus VACCINE just announced

Yuen says he based his new vaccine on a nasal spray influenza…"
93,1220920336763555842,"RT @Stars4P: BILL GATES: Vaccines and health care can be used to reduce the population👈🏻
💥coronavirus already has a vaccine 💰💰💰https://t.co…"
94,1247919773234515968,If @cnn told us the only cure for Covid 19 was to slit our wrists I think people would do it.   #sheeple
95,1224242631774855168,"RT @Nizam_Sulthan: Pls share this valuable information.

Garlic boiled water can be cure corona virus https://t.co/2L4Jnt7Xkl"
96,1224402321012142080,"Zero Hedge reports Wuhan was a man made LAB invention of HiV &amp; SARs (and twitter bans them), then Thailand reveals they have cured a woman by using with a cocktail of anti-virals used to treat flu and HIV 

Seems Zero Hedge may have been right."
97,1223667808481005569,RT @a_centrism: My feed is jammed today with conspiracy theories about the coronavirus being a bioweapon that leaked out from a lab in Wuha…
98,1222646687757410304,@Asadpxki Nope ebola is still an epidemic especially in congo . They developed a vaccine but not everyone can access it
99,1224048479615569922,RT @jerome_corsi: Amazing coincidence: Coronavirus VACCINE just announced https://t.co/cLIZ1Kf0fe How many gov elites have 2019-nCoV in Wuh…
100,1237423321567784966,RT @FirstSquawk: VACCINE READY FOR TEST: A GROUP OF TEXAS SCIENTISTS CLAIMS TO HAVE CREATED A VACCINE TO PREVENT THE CORONAVIRUS AND IT COU…
101,1224304026143150080,"RT @epochchanger: When it comes to #vaccine mandates, 
health officials know how to tighten the screws.
Just ratchet up the fear.

Remember…"
102,1223403873907433473,RT @IcarusNextDoor: Onlyfans spreading amongst the tl babes like coronavirus.
103,1222901083917283334,RT @PJ_Matlock: $INO -  Inovio Pharma collaborates with Beijing Advaccine Biotechnology Co. to advance the development in China of INO-4800…
104,1224782455217053697,"RT @Kevin_Shipp: Expert who created the ""US BioWeapons Act:""  Coronavirus Is Biological Warfare Weapon. This gets stranger by the day. http…"
105,1223851614982889478,"RT @Kuldeep30704416: #NoMeat_NoCoronaVirus
Disease like AIDS or cancer is 
cured by pure devotion. However, satbhakti is necessary to avoid…"
106,1223845204496506882,"RT @rajkumar8973: #NoMeat_NoCoronaVirus
Sat bhakti cures diseases like AIDS or cancer. By the way, to avoid the corona virus, satbhakti is…"
107,1223441684752732161,"“5. Just take oregano oil, vitamin C or salt water
Prominent anti-vaxxers and natural medicine groups have been sharing posts suggesting oregano oil, vitamin C, and saltwater are either good ways to prevent coronavirus or cure it. They will not.” https://t.co/6SwJxhP5fI"
108,1224226490721689600,#Coronavirus Bioweapon – How China Stole Coronavirus From Canada And Weaponized It https://t.co/Z4MVIvOTkc via @GreatGameIndia
109,1223853709672603649,"RT @Earth_ToHeaven: #NoMeat_NoCoronaVirus
True worship cures diseases like AIDS or cancer. By the way, to avoid the corona virus, true wors…"
110,1272105636810063873,"RT @CureVacAG: Today, we announced positive pre-clinical results at a low dose for our #mRNA based lead #vaccine candidate against the nove…"
111,1223404169362649090,"Bill Gates predicted a Coronavirus-like outbreak
Wow! BILL GATES&amp; his wife ,they CO- HOSTED “THE PANDEMIA “EXERCISE IN LATE 2019 SIMULATED GLOBAL CORONAVIRUS. This is not a coincidence #MAGA2020  https://t.co/VKemcayY2t"
112,1224811371713515526,"RT @JNJNews: ""As soon as we learned of the risk of coronavirus, we at #JNJ started the preparation to make a vaccine.""—Paul Stoffels, Vice…"
113,1222632398694731777,WTF: Gates Foundation Sponsored Training for 'Fictional' Coronavirus Outbreak That Caused 65 Million Deaths Last Year https://t.co/Gac4Qs7idb
114,1224037299140415490,"#coronavirus China once this crisis is under control need to pull out all the stops on dealing with hygiene if it is true it started at a fish market the world is struggling to develop antibiotics never mind vaccines for viruses like this, hygiene is not rocket science"
115,1224659353933795329,"RT @cnnphilippines: Senate President Tito Sotto plays a video which suggests that the novel coronavirus may be a bioweapon. 

The video doe…"
116,1223965998719483909,"RT @OmPraka13082133: Sat bhakti cures diseases like AIDS or cancer. By the way, to avoid the corona virus, satbhakti is #NoMeat_NoCoronaVir…"
117,1223554150887124993,RT @9GAG: And don't forget to protect your eyes since the coronavirus can be spread by droplets. https://t.co/OowEPC7Sfs
118,1269018147878830083,RT @Acosta: CDC: Some Americans are misusing cleaning products — including drinking them — in effort to kill coronavirus https://t.co/Lt1gP…
119,1222274246006755330,RT @OANN: Johnson &amp; Johnson to create coronavirus vaccine https://t.co/3vFiufKaeV #OANN https://t.co/L4U8K7FRRb
120,1224403951321305092,@Bone_Brake @ReneeCarrollAZ Stop spreading the coronavirus
121,1224329424616611845,"RT @Bunny12390413: Everyone Plz be careful with corona virus, prevention is better than cure 💜🌻🌻💜💜💜💜 Take care yourself na ka P’Fern 💜💜💜🌻🌻🌻…"
122,1244257780401418240,"RT @ichaydon: I've been admitted into the 1st COVID-19 vaccine trial. 

I'm grateful for my health. For the 1000s of scientists who brought…"
123,1234971156072894464,RT @ABC7: #CORONAVIRUS BREAKTHROUGH? UC Riverside researchers help to identify crucial protein linked to potential vaccine https://t.co/FD2…
124,1223558086805413888,"RT @gemmaod1: Indian scientists have found HIV virus-like insertions in #coronavirus, further indicating it is a bioweapon produced in a la…"
125,1255852174741065728,RT @Reuters: Swedish town uses chicken manure to help stop spread of coronavirus https://t.co/GMYOTdf3ai https://t.co/q5q0hU1yEu
126,1224483303853420545,"The #GatesFoundation, #event201, foreshadowed an outbreak of a ""#zoonotic"", ""#coronavirus"" back in 2017. It concluded with some pretty chilling outcomes. Coincidence? We certainly hope so. 
#WuhanVirus #journalism 🦠😷
https://t.co/K8Qb5YS5eS"
127,1224606404193017856,"#NoMeat_NoCoronaVirus
True worship can cure incurable diseases like Cancer, Aids, Corona virus etc.
Saint Rampal Ji Maharaj is the one who provides true worship.
 https://t.co/a8QdaW0NjM"
128,1272551436061114374,RT @MattGertz: It would have been good if the drugs Fox News promoted to President Trump as a miracle cure for coronavirus had actually wor…
129,1222630607114645509,"RT @ayemojubar: BREAKING: Doctors cure #coronavirus patient using HIV drugs.

Doctors in China are claiming to have cured patients sufferin…"
130,1223872206179983361,"RT @Real_Heena: #NoMeat_NoCoronaVirus
Doing devotion helps to cure diseases like AIDS or cancer.
In the same way, true devotion is also nec…"
131,1224503691467796480,Those crazy preppers are starting to look bit saner now.   Read the vaccine is 12 to 18 month away....and shtf in China big time. At best you'll be donating canned food in a year time.... At worst youll be eating spam for a years time.
132,1223862105234866176,"coronavirus spreads through bad breath,cough,etc
.
eminem : i ain't breathing!"
133,1223425362077659136,RT @broderick: A Pro-Trump Blog Has Doxed A Chinese Scientist It Falsely Accused Of Creating The #Coronavirus As A Bioweapon https://t.co/B…
134,1243801712667897856,RT @G1rfan: While the world awaits a scientific breakthrough in vaccine development to fight the coorona in India’s conflict hit and politi…
135,1223238987369852928,"Actually according to the latest news people who took the SARS vaccine have a greater sensitivity to the coronavirus. That means the virus will wipe out the vaccinated population first. I would bet a yearly flu shot would be sensitizing, too. https://t.co/mHJ21kvqjL"
136,1253629332771274753,"I mean Trump's right in a way. If you do inject yourself with Dettol, it's very unlikely that Covid will kill you. https://t.co/dcD7p64aHW"
137,1253634394364968960,"RT @AZKAYTE: What if...

The Wuhan Virus was actually unrestricted warfare on the world to destroy the US Economy with Bill Gates, WHO, CDC…"
138,1234922273678807040,RT @Ryanfc706: People who drank from the water hose as a kid are immune to Coronavirus.
139,1234085037114642433,"RT @jonfavs: “Under a little-known provision of the Affordable Care Act, health insurers must cover federally recommended vaccines at no co…"
140,1222648433804292097,"RT @nafeezi: Scientists in China has developed a vaccine for the coronavirus 

Lassa virus has appeared in Nigeria 51 years ago and has bec…"
141,1253246736123871232,"RT @rayfromthe626: If you went to Torch Middle School you're immune from corona, all those years running that mile and inhaling that factor…"
142,1221172044215267328,RT @FactsDevito: Danny Devito is immune to the coronavirus he has achieved this by drinking 10 gallons of corona every day for 6 years
143,1236747317295878146,RT @littlestwayne: if u ever used the public restrooms on the beach u are immune to coronavirus
144,1223817462317117441,"The NEWS from CHINA is
Western Manufactured.

They're just coming out
of their Lunar New Year.

Coronavirus is fake words
&amp; PhotoShopped pics.

It's a paper tiger.

Relax.

CORONAVIRUS
is a response
to Chinese
hacking &amp; is
gutting China's
economy.

It's working.

#rogerbezanis https://t.co/1eAObMlY9E"
145,1223424431445417984,Bill Gates predicted a Coronavirus-like outbreak https://t.co/40OoKQjQvb via @MailOnline
146,1224948343278718978,Says corona virus can be killed under 80% proof spirit. The benefits of tanduay. Alams na. Who is up for T5.
147,1273769521992564736,"RT @TomBollyky: So much to be done on communication re potential COVID19 vaccines

New poll: most Americans expect a vaccine in 2021 but on…"
148,1224103815198232576,"RT @peterjonathanna: The coronavirus is mostly killing people by causing too much inflammation in their lungs.

If you get the coronavirus,…"
149,1236736013357264898,@Bibibobibox @TS_SCI_MAJIC12 Maybe it is not corona virus that is killing them.  What if is something more lethal?  Corona virus just isn't that lethal for healthy individuals.  Maybe it was an opportunity to slip something else in to do the dirty work.
150,1235632820640505864,The corona virus is ruining football. Really hope they find a cure soon
151,1223062159636103168,"I hate to be right on this, but it seems the #nCoV was indeed a product of a biowarfare program... does that now absolve the Gates Foundation? just asking... #coronavirus #conspiracytheory https://t.co/s8ZKffpi65"
152,1223611216976891905,"RT @Adzfromda: Bill Gates made a ""simulation"" about a possible pandemic that just happens to start in China like the Coronavirus https://t.…"
153,1248411928734470144,Bill Gates: 'We're in big trouble' until the U.S. has better coronavirus testing https://t.co/16VfgbNSkT
154,1221125896314114048,"RT @_YvonneBurton: Bill Gates 'predicted' coronavirus as simulation suggests 65m could die https://t.co/64mwXU9S7m

and to think Bill Gates…"
155,1273691371950530560,RT @davidicke: Big Pharma whistleblower: ‘97% of corona vaccine recipients will become infertile’ https://t.co/ITOKuaLU9M
156,1223424107531735041,"RT @Brain1Rn: 📢💥Is the Corona Virus a released BioWeapon ???💥📢
#dcqstaff @realDonaldTrump 
https://t.co/K4MTo0ejQi"
157,1236432412701331457,RT @NanditaShenoyNY: The Coronavirus response has me thinking that my concerns in 2016 that he would kill us all were not unfounded.
158,1224407589192196096,"RT @love_proxy: So,I just heard cocaine kills coronavirus.😂"
159,1234212577711972354,"RT @jxeker: everyone: we need a coronavirus vaccine NOW

doctors: https://t.co/6KpSgv4NsA"
160,1223671297806192641,"RT @carmindabrendel: Proof the Coronavirus is a bioweapon created by DARPA, Bill Gates, Defra, Wellcome Trust (UK), and European Commission…"
161,1224131098030092288,"@DrDenaGrayson Prepare now 10-14 days food and water,wear gloves/mask and dispose outside.leave mail and shoes outside.filter and masks can be microwaved outside to kill #Coronavirus 10sec/rest/repeat 3times then dry OR use chlorine/bleach bath and strain then dry.chlorine spray disinfectant.🙏"
162,1247670174100135936,"RT @FernandoAmandi: Israeli scientists are on the cusp of developing the first vaccine against the coronavirus, according to Science &amp; Tech…"
163,1234211360990531587,"RT @intheMatrixxx: We have the cures. 

California lab says it discovered coronavirus vaccine in 3 hours | Fox Business https://t.co/C7gnQl…"
164,1223802927044628481,"Yo you literally cannot racialize or politicize coronavirus you are not only trying to argue basic quarantine protocol is systemically racist, you are ignoring basic geography. Heads up, unless you want the Spanish Flu (and that killed 5% of humans) part II shut the fuck up."
165,1272290535051415553,RT @carlzimmer: New on the @nytimes coronavirus vaccine tracker: Sinovac is testing an inactivated virus vaccine. They just announced an up…
166,1223810295019311104,"RT @Bulldog665: Coronavirus - Far-right QAnon conspiracy theorists claim drinking bleach can help cure deadly bug, AIDS and autism https://…"
167,1224777825703600133,"RT @PeterZeihan: Clearly, I am immune.  https://t.co/lpc4l7McTc"
168,1268986872430116864,"United States Government working at warp speed and giving billions for so called covid 19 vaccines plus military in distribution of 300 million vaccinations.
We know its the start of mass murder.

https://t.co/9TZqItX83L"
169,1270343128344662021,"RT @KateShemirani: BLM! This vaccine, not safety tested, goes into your genetic material and changes you forever! It’s a kill shot. They wa…"
170,1220932092109848576,"RT @Sparkymannz: @GeoffsNZViews Coronavirus is a live vaccine used when treating infectious bronchitis in poultry.
The last time they had a…"
171,1221267471014907904,RT @CONSENTKINGS: Found the cure to the coronavirus https://t.co/2kseUxvIPp
172,1242402199323447296,RT @BT_India: $20 trillion lawsuit against China! US group says coronavirus is bioweapon | @subloltern https://t.co/k2XEppmWeu
173,1223957672841469952,"RT @IdrishVijay: How CoronaVirus Spread ?? 

The Virus is Transmitted Between Humans in Droplets From COUGHING And SNEEZING And Touching Or…"
174,1222212724869881856,@charlidamelio The coronavirus has already a vaccine being made and the virus cells can apparently be killed by high temperatures and alcohol consumption
175,1224202245807304704,RT @SolomonYue: Must read! #coronavirus is a vaccine strain of coronavirus.
176,1273778028074713089,"RT @aproko_doctor: Dear young people:

You are not immune to COVID19."
177,1224576431444910084,"RT @Julietknows1: Report: Vaccine, Successful Treatment for Coronavirus Still Many Months Away #coronarivirus #mondaythoughts ❤️🇺🇸#VoteRedT…"
178,1222633711515996160,"RT @transhumanismAU: China coronavirus: Hong Kong researchers have already developed vaccine but need time to test it, expert reveals | Sou…"
179,1270339891998666754,Vaccines and other business related to #COVID19 #Biotechnology https://t.co/lUsPs7hZme
180,1223195160453869568,"forget corona, the stink of men will kill me first"
181,1242149920372592642,RT @loribella_buzz: #Buzz A little birdie said that #BillGates talked about #Event201 aka the #coronavirus  This is a man made virus that w…
182,1235627412940963840,RT @grooovybee: The meth you mistook for molly in 2014 was the Corona virus vaccine
183,1272157328280862720,COVID-19 vaccine: experts call for injury compensation program https://t.co/gwveUVWMY9
184,1272552274154446848,"@kjhalvy To be fair, dinosaurs have been proven to be immune from the coronavirus."
185,1243651112256671744,RT @ThingsWork: This is how spring breakers spread the Coronavirus https://t.co/XGkUljimXl
186,1245311088113180672,RT @ForeignPolicy: The Bacillus Calmette-Guérin (BCG) vaccine seems to protect against respiratory diseases. Could it shield health care wo…
187,1223836954011283456,"@LisaMei62 @Portiemom1 Who owns the patent on the coronavirus?

Open up the Gates."
188,1235181235854598147,"RT @firkey_: and stupids finding vaccine for coronavirus, my grandfather who came from wuhan 3 days ago just read this dua and now he's fin…"
189,1221118531074281473,RT @SGTreport: New post BREAKING: CEPI (funded by Gates) Grants INOVIO $9M To Develop Vaccine Against ... has been published on  - https://…
190,1224789967832059904,"RT @HerbsandDirt: To paraphrase RFK Jr.; all of the vaccine manufacturers have been convicted of felonies , but somehow they’ve found Jesus…"
191,1275218958669447171,@HilowFF @DynoGameTheory Ok but also he's immune to COVID now 🤷‍♂️
